GENE_ENTREZ_ID	GENE_SYMBOL	DISEASE_IDS
220074	LRTOMT	OMIM:611451
4047	LSS	OMIM:616509,OMIM:618275,ORPHA:55654
4053	LTBP2	OMIM:600975,OMIM:613086,ORPHA:3449,ORPHA:98976,OMIM:251750,OMIM:614819
4054	LTBP3	OMIM:617809,OMIM:601216,ORPHA:969
8425	LTBP4	OMIM:613177,ORPHA:98896
4056	LTC4S	OMIM:614037
57128	LYRM4	OMIM:615595
90624	LYRM7	OMIM:615838
1130	LYST	OMIM:214500,ORPHA:352723,ORPHA:167
4069	LYZ	OMIM:105200
54585	LZTFL1	ORPHA:110,OMIM:615994
8216	LZTR1	OMIM:615670,ORPHA:648,OMIM:616564
11178	LZTS1	OMIM:133239
4081	MAB21L1	OMIM:618479
10586	MAB21L2	OMIM:615877
23499	MACF1	OMIM:618325
8379	MAD1L1	OMIM:176807
10459	MAD2L2	ORPHA:84,OMIM:617243
4094	MAF	OMIM:610202,ORPHA:1377,OMIM:601088
389692	MAFA	OMIM:147630
9935	MAFB	ORPHA:2774,OMIM:617041,OMIM:166300,ORPHA:233
4099	MAG	OMIM:616680,ORPHA:459056
10916	MAGED2	OMIM:300971
54551	MAGEL2	OMIM:615547,OMIM:176270
9863	MAGI2	OMIM:617609
84061	MAGT1	OMIM:300853
4117	MAK	ORPHA:791,OMIM:614181
10892	MALT1	ORPHA:52417,OMIM:615468
10046	MAMLD1	ORPHA:456328,OMIM:300758
11253	MAN1B1	ORPHA:88616,ORPHA:397941,OMIM:614202
4125	MAN2B1	OMIM:248500
4126	MANBA	OMIM:248510,ORPHA:118
4128	MAOA	OMIM:300615,ORPHA:3057
55262	MAP11	ORPHA:2512,OMIM:618351
5604	MAP2K1	OMIM:163950,ORPHA:1340,OMIM:615279
5605	MAP2K2	OMIM:615280,ORPHA:1340,ORPHA:638
4214	MAP3K1	OMIM:613762,ORPHA:251510,ORPHA:242
51776	MAP3K20	ORPHA:2020,OMIM:617760,OMIM:616890
6885	MAP3K7	OMIM:157800,OMIM:617137,ORPHA:1826,ORPHA:3238
1326	MAP3K8	OMIM:211980
9479	MAPK8IP1	OMIM:125853
23162	MAPK8IP3	OMIM:618443
7867	MAPKAPK3	OMIM:617111
23005	MAPKBP1	OMIM:617271
10982	MAPRE2	OMIM:616734,ORPHA:2505
4137	MAPT	ORPHA:240094,ORPHA:240071,OMIM:600274,ORPHA:275864,OMIM:601104,ORPHA:240103,ORPHA:100070,ORPHA:100069,ORPHA:240112,ORPHA:240085,OMIM:260540,OMIM:172700,OMIM:168600
4140	MARK3	OMIM:618283
4141	MARS1	OMIM:616280,OMIM:615486
92935	MARS2	OMIM:611390,ORPHA:314603,OMIM:616430
153562	MARVELD2	OMIM:610153
5648	MASP1	OMIM:257920,ORPHA:293843
10747	MASP2	OMIM:613791
22983	MAST1	OMIM:618273
4143	MAT1A	OMIM:250850
4148	MATN3	ORPHA:93311,OMIM:140600,ORPHA:156728,OMIM:608728,OMIM:607078
9782	MATR3	ORPHA:600,ORPHA:803,OMIM:606070
4149	MAX	OMIM:171300,ORPHA:29072
55777	MBD5	OMIM:156200,ORPHA:228402
4153	MBL2	OMIM:614372
79143	MBOAT7	ORPHA:88616,OMIM:617188
8720	MBTPS1	OMIM:618392
51360	MBTPS2	ORPHA:2273,ORPHA:659,ORPHA:85284,OMIM:308205,OMIM:301014,OMIM:308800,OMIM:300918
4157	MC1R	ORPHA:79432,ORPHA:626,OMIM:203200,ORPHA:618
4158	MC2R	OMIM:202200,ORPHA:361
4160	MC4R	ORPHA:71529,OMIM:618406
56922	MCCC1	OMIM:210200,ORPHA:6
64087	MCCC2	OMIM:210210,ORPHA:6
84693	MCEE	OMIM:251120
90411	MCFD2	OMIM:613625
4171	MCM2	OMIM:616968
8888	MCM3AP	OMIM:618124
4173	MCM4	OMIM:609981
4174	MCM5	OMIM:617564
4175	MCM6	OMIM:223100
84515	MCM8	OMIM:612885
254394	MCM9	OMIM:616185
57192	MCOLN1	OMIM:252650,ORPHA:578
79648	MCPH1	ORPHA:2512,OMIM:251200
4191	MDH2	OMIM:617339,ORPHA:29072
4193	MDM2	ORPHA:524,ORPHA:99971
2122	MECOM	OMIM:616738,ORPHA:71289
4204	MECP2	ORPHA:778,ORPHA:1762,OMIM:300055,OMIM:300496,ORPHA:777,OMIM:300673,OMIM:312750,ORPHA:3095,OMIM:300260,ORPHA:3077
51102	MECR	OMIM:617282
9968	MED12	OMIM:309520,ORPHA:777,ORPHA:93932,ORPHA:293707,OMIM:305450,ORPHA:776,OMIM:300895
23389	MED13L	OMIM:616789,OMIM:608808
9440	MED17	OMIM:613668
9439	MED23	OMIM:614249,ORPHA:88616
81857	MED25	ORPHA:88616,OMIM:616449,OMIM:605589
4205	MEF2A	OMIM:608320
4208	MEF2C	OMIM:613443,ORPHA:228384
4210	MEFV	ORPHA:342,ORPHA:117,OMIM:249100,OMIM:134610
84466	MEGF10	OMIM:614399
1954	MEGF8	OMIM:614976,ORPHA:65759
150365	MEI1	OMIM:618431
254528	MEIOB	OMIM:617706,ORPHA:399805
4212	MEIS2	OMIM:600987,ORPHA:261190
4221	MEN1	OMIM:131100,ORPHA:2965,ORPHA:99879,ORPHA:97279,ORPHA:652
4222	MEOX1	OMIM:214300,ORPHA:2345
10461	MERTK	ORPHA:791,OMIM:613862
145873	MESP2	ORPHA:2311,OMIM:277300,OMIM:608681
4233	MET	OMIM:616705,OMIM:114550,ORPHA:33402,OMIM:607278,OMIM:605074
124512	METTL23	ORPHA:88616,OMIM:615942
8076	MFAP5	OMIM:616166,ORPHA:91387
56947	MFF	OMIM:617086
9927	MFN2	OMIM:609260,OMIM:617087,ORPHA:99947,OMIM:601152,ORPHA:2398
83552	MFRP	OMIM:611040,OMIM:609549,ORPHA:35612
84879	MFSD2A	ORPHA:2512,OMIM:616486
256471	MFSD8	OMIM:616170,OMIM:610951
4247	MGAT2	ORPHA:79329,OMIM:212066
92667	MGME1	ORPHA:352447,OMIM:615084
4256	MGP	OMIM:245150,ORPHA:85202
57534	MIB1	OMIM:615092
64780	MICAL1	OMIM:600512
125988	MICOS13	OMIM:618329,ORPHA:67047
10367	MICU1	ORPHA:401768,OMIM:615673
4281	MID1	OMIM:300000
11043	MID2	ORPHA:777,OMIM:300928
4282	MIF	ORPHA:85414
9562	MINPP1	OMIM:188470,ORPHA:319487
4284	MIP	OMIM:615274
4285	MIPEP	OMIM:617228
407975	MIR17HG	OMIM:614326
406960	MIR184	OMIM:614303
406987	MIR204	OMIM:616722
407053	MIR96	OMIM:613074
4286	MITF	ORPHA:42665,ORPHA:895,OMIM:614456,ORPHA:618,ORPHA:897,OMIM:193510,OMIM:617306,OMIM:103500,OMIM:103470
8195	MKKS	OMIM:605231,ORPHA:110,OMIM:236700,ORPHA:2473
7681	MKRN3	OMIM:176270,OMIM:615346
10108	MKRN3-AS1	OMIM:176270
54903	MKS1	ORPHA:220493,OMIM:615990,ORPHA:564,ORPHA:110,OMIM:617121,ORPHA:475,OMIM:249000
23209	MLC1	OMIM:604004
4291	MLF1	OMIM:601626
4292	MLH1	OMIM:158320,OMIM:609310,ORPHA:144,ORPHA:587,OMIM:276300
27030	MLH3	ORPHA:144,OMIM:608089,OMIM:614385
8028	MLLT10	OMIM:601626
79083	MLPH	ORPHA:79478,OMIM:609227
51085	MLXIPL	OMIM:194050
23417	MLYCD	OMIM:248360
166785	MMAA	OMIM:251100
326625	MMAB	OMIM:251110
25974	MMACHC	OMIM:277400,ORPHA:79282
27249	MMADHC	OMIM:277410,ORPHA:79283
4311	MME	ORPHA:497764,OMIM:617017,OMIM:617018
4312	MMP1	ORPHA:79408,OMIM:606963,OMIM:226600
4322	MMP13	ORPHA:93356,OMIM:250400,ORPHA:1040,OMIM:602111,ORPHA:2501
4323	MMP14	OMIM:277950,ORPHA:371428
4327	MMP19	OMIM:611543
4313	MMP2	OMIM:259600,ORPHA:371428
9313	MMP20	OMIM:612529
118856	MMP21	OMIM:616749
4318	MMP9	OMIM:613073,ORPHA:1040
4594	MMUT	OMIM:251000
4330	MN1	OMIM:607174
3110	MNX1	OMIM:176450,ORPHA:1552
55034	MOCOS	OMIM:603592
4337	MOCS1	OMIM:252150
4338	MOCS2	OMIM:252160
4340	MOG	ORPHA:2073,OMIM:614250
7841	MOGS	OMIM:606056,ORPHA:79330
22880	MORC2	OMIM:616688
51660	MPC1	OMIM:614741
9526	MPDU1	OMIM:609180,ORPHA:79323
8777	MPDZ	OMIM:615219
4351	MPI	ORPHA:79319,OMIM:602579
80739	MPIG6B	OMIM:617441
4352	MPL	ORPHA:3319,OMIM:604498,ORPHA:71493,ORPHA:729,OMIM:254450,OMIM:601977,ORPHA:824,ORPHA:3318
136647	MPLKIP	ORPHA:33364,OMIM:234050
4353	MPO	OMIM:104300,OMIM:254600
4358	MPV17	OMIM:256810,OMIM:618400
4359	MPZ	ORPHA:3115,OMIM:607677,OMIM:180800,OMIM:607736,OMIM:618184,OMIM:607791,OMIM:145900,ORPHA:101082,OMIM:118200
10205	MPZL2	OMIM:618145
56246	MRAP	OMIM:607398,ORPHA:361
22808	MRAS	OMIM:618499,ORPHA:648
4361	MRE11	OMIM:604391,ORPHA:145,ORPHA:251347
11222	MRPL3	OMIM:614582
65080	MRPL44	OMIM:615395
63931	MRPS14	OMIM:618378
51021	MRPS16	OMIM:610498
51116	MRPS2	OMIM:617950
56945	MRPS22	OMIM:611719,ORPHA:243,OMIM:618117
65993	MRPS34	OMIM:617664
51081	MRPS7	OMIM:617872
931	MS4A1	OMIM:613495,ORPHA:1572
2206	MS4A2	OMIM:147050
4436	MSH2	OMIM:158320,OMIM:120435,ORPHA:144,ORPHA:587,OMIM:276300
4437	MSH3	ORPHA:480536,OMIM:617100,OMIM:608089
4439	MSH5	OMIM:617442
2956	MSH6	ORPHA:144,OMIM:608089,ORPHA:587,OMIM:276300,OMIM:614350
6307	MSMO1	OMIM:616834
4478	MSN	OMIM:300988
4481	MSR1	OMIM:614266
253827	MSRB3	OMIM:613718
4486	MST1R	OMIM:617075
2660	MSTN	OMIM:614160
55154	MSTO1	OMIM:617675,ORPHA:502423
4487	MSX1	OMIM:106600,ORPHA:199302,OMIM:608874,ORPHA:199306,OMIM:189500,ORPHA:99798,ORPHA:2228,ORPHA:141291
4488	MSX2	OMIM:168550,OMIM:604757,OMIM:168500
4507	MTAP	OMIM:112250
123263	MTFMT	OMIM:614947,OMIM:618248,ORPHA:255241
4522	MTHFD1	OMIM:617780,OMIM:601634
4524	MTHFR	OMIM:188050,ORPHA:1048,OMIM:181500,OMIM:236250,OMIM:601634
10588	MTHFS	OMIM:618367
4534	MTM1	ORPHA:456328,ORPHA:596,OMIM:310400
64419	MTMR14	ORPHA:169189,OMIM:160150
8898	MTMR2	OMIM:601382
4544	MTNR1B	OMIM:125853
25821	MTO1	OMIM:614702
2475	MTOR	OMIM:616638,OMIM:607341,ORPHA:457485
55149	MTPAP	OMIM:613672,ORPHA:254343
4548	MTR	OMIM:250940,OMIM:601634
4552	MTRR	OMIM:601634,ORPHA:2169,OMIM:236270
4547	MTTP	OMIM:605552,ORPHA:14,OMIM:200100
4582	MUC1	OMIM:174000
727897	MUC5B	ORPHA:2032,OMIM:178500
4589	MUC7	OMIM:600807
4593	MUSK	OMIM:616325,ORPHA:994,OMIM:208150,ORPHA:98913
4595	MUTYH	OMIM:608456,OMIM:132600,OMIM:613659,ORPHA:247798
4597	MVD	ORPHA:79152,OMIM:614714
4598	MVK	ORPHA:735,OMIM:260920,ORPHA:29,OMIM:610377,ORPHA:343,ORPHA:79152,OMIM:175900
4601	MXI1	OMIM:176807
4604	MYBPC1	ORPHA:1146,OMIM:614915,OMIM:614335
4607	MYBPC3	OMIM:615396,ORPHA:154,OMIM:115197
4609	MYC	OMIM:113970,ORPHA:543
4613	MYCN	OMIM:164280,ORPHA:635
4615	MYD88	ORPHA:183713,ORPHA:33226,OMIM:153600
4617	MYF5	OMIM:618155
4629	MYH11	OMIM:132900,ORPHA:91387,ORPHA:2241,ORPHA:229
79784	MYH14	OMIM:614369,ORPHA:397744,OMIM:600652
4620	MYH2	OMIM:605637
4621	MYH3	OMIM:178110,OMIM:193700,OMIM:618469,ORPHA:2990,OMIM:618436,ORPHA:1146,ORPHA:1147,ORPHA:2053
4624	MYH6	OMIM:613252,OMIM:192600,OMIM:614089,ORPHA:154,OMIM:613251
4625	MYH7	OMIM:613426,ORPHA:1880,OMIM:255310,OMIM:181430,OMIM:160500,OMIM:608358,ORPHA:437572,ORPHA:59135,OMIM:192600,ORPHA:154,ORPHA:324604,OMIM:255160
4626	MYH8	OMIM:158300,OMIM:608837,ORPHA:3377
4627	MYH9	OMIM:603622,OMIM:155100,ORPHA:182050
4632	MYL1	OMIM:618414
4633	MYL2	ORPHA:2020,OMIM:608758
4634	MYL3	OMIM:608751
4635	MYL4	OMIM:617280
4638	MYLK	ORPHA:91387,ORPHA:2241,OMIM:613780
85366	MYLK2	OMIM:192600
389827	MYMK	OMIM:254940,ORPHA:1358
51168	MYO15A	OMIM:600316
84700	MYO18B	OMIM:616549
4643	MYO1E	OMIM:614131
53904	MYO3A	OMIM:607101
4644	MYO5A	ORPHA:79476,ORPHA:79478,OMIM:214450,ORPHA:33445
4645	MYO5B	OMIM:251850,ORPHA:2290
4646	MYO6	OMIM:606346,OMIM:607821
4647	MYO7A	OMIM:601317,OMIM:276900,OMIM:600060,ORPHA:231178,ORPHA:231169
4649	MYO9A	ORPHA:98914,OMIM:618198
4653	MYOC	ORPHA:98976,ORPHA:98977,OMIM:137750
57462	MYORG	ORPHA:1980,OMIM:618317
9499	MYOT	OMIM:609200,OMIM:182920,ORPHA:266,ORPHA:98911
51778	MYOZ2	OMIM:613838
84665	MYPN	OMIM:617336,OMIM:615248,ORPHA:171881,ORPHA:154,ORPHA:171439
745	MYRF	OMIM:618280,OMIM:618113
114803	MYSM1	OMIM:618116
23040	MYT1L	OMIM:616521
8260	NAA10	ORPHA:276432,OMIM:300855,ORPHA:568,OMIM:309800
80155	NAA15	OMIM:617787
112939	NACC1	OMIM:617393
133686	NADK2	ORPHA:431361,OMIM:616034
4668	NAGA	OMIM:609241,ORPHA:79281,OMIM:609242,ORPHA:79280,ORPHA:79279
4669	NAGLU	OMIM:616491,OMIM:252920
162417	NAGS	ORPHA:927,OMIM:237310
259232	NALCN	OMIM:615419,ORPHA:1146,ORPHA:1147,OMIM:616266,ORPHA:2053
340719	NANOS1	ORPHA:399808,OMIM:615413,ORPHA:399805
54187	NANS	OMIM:610442
79731	NARS2	OMIM:616239,OMIM:618434
10	NAT2	OMIM:243400
339983	NAT8L	OMIM:614063
55739	NAXD	OMIM:618321
128240	NAXE	OMIM:617186
51594	NBAS	OMIM:616483,OMIM:614800
23218	NBEAL2	OMIM:139090,ORPHA:721
4683	NBN	ORPHA:145,OMIM:251260,ORPHA:647,OMIM:609135,OMIM:613065
9918	NCAPD2	OMIM:617983
23310	NCAPD3	ORPHA:2512,OMIM:617984
54892	NCAPG2	OMIM:618460
23397	NCAPH	OMIM:617985
653361	NCF1	ORPHA:379,OMIM:233700
4688	NCF2	ORPHA:379,OMIM:233710
4689	NCF4	ORPHA:379,OMIM:613960
23385	NCSTN	OMIM:142690
4535	ND1	OMIM:535000,OMIM:540000
4536	ND2	OMIM:535000
4538	ND4	OMIM:535000
4539	ND4L	OMIM:535000
4540	ND5	OMIM:535000,OMIM:540000
4541	ND6	OMIM:535000,OMIM:540000
54820	NDE1	ORPHA:2177,OMIM:605013,OMIM:614019
4692	NDN	OMIM:176270
4693	NDP	ORPHA:90050,ORPHA:190,OMIM:310600,ORPHA:649,OMIM:305390
10397	NDRG1	OMIM:601455
3340	NDST1	ORPHA:88616,OMIM:616116
4694	NDUFA1	OMIM:301020,ORPHA:2609
4705	NDUFA10	OMIM:618243,ORPHA:255241
126328	NDUFA11	OMIM:618236,ORPHA:2609
55967	NDUFA12	OMIM:618244,ORPHA:255241
51079	NDUFA13	OMIM:618249,ORPHA:255241
4695	NDUFA2	OMIM:618235,ORPHA:255241
4700	NDUFA6	OMIM:618253,ORPHA:2609
4704	NDUFA9	OMIM:618247,ORPHA:255241
51103	NDUFAF1	OMIM:618234,ORPHA:2609
91942	NDUFAF2	OMIM:618233,ORPHA:2609,ORPHA:255241
25915	NDUFAF3	OMIM:618240,ORPHA:2609,ORPHA:70474
29078	NDUFAF4	ORPHA:2609,OMIM:618237
79133	NDUFAF5	ORPHA:2609,OMIM:618238,ORPHA:255241
137682	NDUFAF6	OMIM:618239,ORPHA:255241
54539	NDUFB11	OMIM:309801,OMIM:301021,ORPHA:2556,ORPHA:2609,OMIM:300952
4709	NDUFB3	ORPHA:2609,OMIM:618246
4714	NDUFB8	ORPHA:70474,OMIM:618252
4715	NDUFB9	ORPHA:2609,OMIM:618245
4719	NDUFS1	OMIM:618226,ORPHA:2609,ORPHA:255241
4720	NDUFS2	OMIM:618228,ORPHA:2609,ORPHA:70474,ORPHA:104,ORPHA:255241
4722	NDUFS3	ORPHA:2609,ORPHA:255241,OMIM:618230
4724	NDUFS4	ORPHA:2609,OMIM:252010,ORPHA:255241
4726	NDUFS6	ORPHA:2609,OMIM:618232
374291	NDUFS7	ORPHA:2609,OMIM:618224,ORPHA:255241
4728	NDUFS8	OMIM:618222,ORPHA:2609,ORPHA:255241
4723	NDUFV1	ORPHA:2609,OMIM:618225,ORPHA:255241
4729	NDUFV2	OMIM:618229,ORPHA:2609,ORPHA:255241
4703	NEB	ORPHA:399103,ORPHA:171430,ORPHA:171433,OMIM:256030,ORPHA:171439,ORPHA:171436
25977	NECAP1	ORPHA:442835,OMIM:615833
5818	NECTIN1	ORPHA:199302,OMIM:225060,ORPHA:3253,ORPHA:199306,ORPHA:141291
81607	NECTIN4	OMIM:613573
23327	NEDD4L	ORPHA:98892,OMIM:617201
4744	NEFH	OMIM:105400,OMIM:616924,ORPHA:803
4747	NEFL	OMIM:607734,OMIM:617882,OMIM:607684
4750	NEK1	ORPHA:2751,ORPHA:803,OMIM:617892,OMIM:263520
4751	NEK2	ORPHA:791,OMIM:615565
284086	NEK8	OMIM:613824,OMIM:615415
91754	NEK9	ORPHA:64754,OMIM:617022,OMIM:617025,OMIM:614262
4758	NEU1	ORPHA:812,OMIM:256550
4760	NEUROD1	OMIM:606394,ORPHA:552,OMIM:125853
4761	NEUROD2	OMIM:618374,ORPHA:1934
50674	NEUROG3	ORPHA:83620,OMIM:610370
340533	NEXMIF	ORPHA:85277,OMIM:300912
91624	NEXN	OMIM:613876,OMIM:613122,ORPHA:154
4763	NF1	OMIM:601321,OMIM:162210,OMIM:193520,ORPHA:139474,OMIM:162200,ORPHA:638,OMIM:607785
4771	NF2	OMIM:101000,ORPHA:2495,ORPHA:637,OMIM:162091,OMIM:607174
23114	NFASC	OMIM:618356
4780	NFE2L2	OMIM:617744
4774	NFIA	OMIM:613735
4781	NFIB	OMIM:618286
4784	NFIX	ORPHA:561,ORPHA:420179,OMIM:614753,OMIM:602535
4790	NFKB1	OMIM:616576,ORPHA:1572
4791	NFKB2	ORPHA:293978,ORPHA:1572,OMIM:615577
4792	NFKBIA	OMIM:612132
4795	NFKBIL1	OMIM:180300
27247	NFU1	OMIM:605711
4803	NGF	OMIM:608654,ORPHA:64752
55768	NGLY1	ORPHA:404454,OMIM:615273
79840	NHEJ1	ORPHA:169079
378884	NHLRC1	ORPHA:501,OMIM:254780
374354	NHLRC2	OMIM:618278
55651	NHP2	OMIM:224230,ORPHA:1775,OMIM:613987
4810	NHS	OMIM:302350,ORPHA:627,OMIM:302200
51199	NIN	ORPHA:319675,OMIM:614851
123606	NIPA1	OMIM:600363,ORPHA:100988
348938	NIPAL4	ORPHA:79394,ORPHA:313,OMIM:612281
25836	NIPBL	OMIM:122470,ORPHA:199
7080	NKX2-1	ORPHA:209905,OMIM:188550,OMIM:610978,ORPHA:95713,OMIM:118700,ORPHA:1429
1482	NKX2-5	OMIM:614435,ORPHA:95713,OMIM:108900,ORPHA:2248,ORPHA:95712,OMIM:225250,OMIM:614432,OMIM:217095,ORPHA:1479,ORPHA:402075,ORPHA:871,ORPHA:3303,OMIM:187500
137814	NKX2-6	OMIM:217095,ORPHA:3303
579	NKX3-2	OMIM:613330
84504	NKX6-2	ORPHA:527497,OMIM:617560
54413	NLGN3	OMIM:300494,OMIM:300425
57502	NLGN4X	OMIM:300497,OMIM:300495
58484	NLRC4	OMIM:616050,ORPHA:1451,ORPHA:47045,OMIM:616115
22861	NLRP1	OMIM:606579,OMIM:615225,OMIM:617388
91662	NLRP12	OMIM:611762
114548	NLRP3	OMIM:191900,OMIM:148200,ORPHA:575,ORPHA:1451,ORPHA:47045,OMIM:617772,OMIM:120100,OMIM:607115
199713	NLRP7	OMIM:231090
51314	NME8	OMIM:610852,ORPHA:244
64802	NMNAT1	ORPHA:1872,ORPHA:65,OMIM:608553
23530	NNT	OMIM:614736,ORPHA:361
135935	NOBOX	OMIM:611548
64127	NOD2	OMIM:617321,OMIM:266600,ORPHA:90340,OMIM:186580
4838	NODAL	OMIM:270100,ORPHA:280200
9241	NOG	ORPHA:140908,OMIM:186500,ORPHA:3250,OMIM:611377,ORPHA:3237,OMIM:184460,OMIM:185800,ORPHA:1412,OMIM:186570
8996	NOL3	OMIM:614937
4841	NONO	OMIM:300967,ORPHA:466791
55505	NOP10	OMIM:224230,ORPHA:1775
10528	NOP56	OMIM:614153,ORPHA:276198
4843	NOS2	OMIM:145500
4846	NOS3	OMIM:104300,OMIM:189800,OMIM:601367,OMIM:145500
4851	NOTCH1	ORPHA:402075,ORPHA:974,OMIM:616028,OMIM:109730
4853	NOTCH2	OMIM:610205,OMIM:102500,ORPHA:955
4854	NOTCH3	ORPHA:2591,OMIM:130720,OMIM:615293,ORPHA:2789,OMIM:125310,ORPHA:136
23742	NPAP1	OMIM:176270
4864	NPC1	OMIM:257220
10577	NPC2	OMIM:607625
4867	NPHP1	OMIM:266900,ORPHA:110,ORPHA:3156,OMIM:256100,ORPHA:220497,OMIM:609583
27031	NPHP3	OMIM:208540,ORPHA:3156,OMIM:267010,ORPHA:3032,OMIM:604387
261734	NPHP4	OMIM:606996,ORPHA:3156,OMIM:606966
4868	NPHS1	ORPHA:839,OMIM:256300
7827	NPHS2	OMIM:600995
4869	NPM1	ORPHA:520,OMIM:601626
4878	NPPA	OMIM:615745,OMIM:612201
4882	NPR2	ORPHA:40,OMIM:616255,OMIM:615923,OMIM:602875
10641	NPRL2	OMIM:617116
8131	NPRL3	OMIM:617118
4835	NQO2	OMIM:114480
190	NR0B1	ORPHA:393,OMIM:300018,ORPHA:251510,ORPHA:242,OMIM:300200
8431	NR0B2	OMIM:601665
9971	NR1H4	OMIM:617049
10002	NR2E3	ORPHA:791,OMIM:611131,OMIM:268100
7025	NR2F1	OMIM:615722
7026	NR2F2	OMIM:615779,ORPHA:1330
2908	NR3C1	OMIM:615962,ORPHA:786
4306	NR3C2	OMIM:605115,OMIM:177735
4929	NR4A2	OMIM:168600
8013	NR4A3	OMIM:612237
2516	NR5A1	OMIM:612965,ORPHA:2138,OMIM:617480,OMIM:612964,ORPHA:393,ORPHA:243,ORPHA:251510,OMIM:613957,ORPHA:242,ORPHA:399805
4893	NRAS	OMIM:114500,OMIM:162900,OMIM:188470,OMIM:163200,ORPHA:626,OMIM:137550,ORPHA:2612,ORPHA:648,OMIM:613224,OMIM:249400,OMIM:614470
8204	NRIP1	OMIM:618270
4901	NRL	OMIM:613750,ORPHA:791
9378	NRXN1	OMIM:614325,ORPHA:221150
64324	NSD1	ORPHA:3447,ORPHA:228415,OMIM:117550,ORPHA:821,OMIM:601626
7468	NSD2	OMIM:194190,ORPHA:280
50814	NSDHL	OMIM:300831,ORPHA:251383,OMIM:308050
286053	NSMCE2	ORPHA:436182,OMIM:617253
56160	NSMCE3	OMIM:617241
26012	NSMF	OMIM:614838,ORPHA:432,ORPHA:478
54888	NSUN2	ORPHA:88616,ORPHA:235,OMIM:611091
22978	NT5C2	OMIM:613162,ORPHA:320396
51251	NT5C3A	OMIM:266120
4907	NT5E	OMIM:211800,ORPHA:289601
4909	NTF4	OMIM:613100
4913	NTHL1	OMIM:616415,ORPHA:454840
9423	NTN1	ORPHA:238722,OMIM:618264
4914	NTRK1	ORPHA:642,ORPHA:64752,OMIM:256800,OMIM:155240
4915	NTRK2	OMIM:617830,ORPHA:442835,ORPHA:3451,OMIM:613886
80224	NUBPL	OMIM:618242,ORPHA:2609
4926	NUMA1	OMIM:612376,ORPHA:520
57122	NUP107	OMIM:618348,ORPHA:243,OMIM:618078,OMIM:616730,ORPHA:2065
55746	NUP133	OMIM:618349,OMIM:618177,ORPHA:2065
9631	NUP155	OMIM:615770
23279	NUP160	OMIM:618178
23165	NUP205	OMIM:616893
8021	NUP214	OMIM:618426,OMIM:613065,OMIM:601626
79023	NUP37	OMIM:618179
23636	NUP62	ORPHA:225154,OMIM:271930
79902	NUP85	OMIM:618176
4927	NUP88	ORPHA:994,OMIM:618393
9688	NUP93	OMIM:616892
116150	NUS1	ORPHA:442835,OMIM:617082,OMIM:617831
64359	NXN	ORPHA:1507,OMIM:618529
60506	NYX	OMIM:310500,ORPHA:215
4942	OAT	ORPHA:414,OMIM:258870
23363	OBSL1	OMIM:612921,ORPHA:2616
4948	OCA2	ORPHA:79432,OMIM:203200
100506658	OCLN	OMIM:251290,ORPHA:1229
4952	OCRL	OMIM:309000,ORPHA:534,OMIM:300555
152816	ODAPH	OMIM:614832
8481	OFD1	ORPHA:2750,OMIM:300804,ORPHA:791,OMIM:300209,ORPHA:2754,OMIM:311200,ORPHA:244,OMIM:300424
4967	OGDH	ORPHA:31,OMIM:203740
4968	OGG1	OMIM:144700
8473	OGT	OMIM:300997
4976	OPA1	OMIM:616896,OMIM:165500,ORPHA:1215,OMIM:125250,ORPHA:98673,OMIM:210000
80207	OPA3	ORPHA:67036,OMIM:165300,OMIM:258501,ORPHA:67047
4978	OPCML	OMIM:167000
4983	OPHN1	ORPHA:137831,OMIM:300486
26873	OPLAH	OMIM:260005
5956	OPN1LW	ORPHA:1872,ORPHA:16,OMIM:303900,OMIM:303700
2652	OPN1MW	ORPHA:1872,OMIM:303800,ORPHA:16,OMIM:303700
611	OPN1SW	OMIM:190900
10133	OPTN	OMIM:613435,OMIM:137760,ORPHA:803
84876	ORAI1	ORPHA:2593,ORPHA:3204,OMIM:612782,OMIM:615883
4998	ORC1	OMIM:224690,ORPHA:2554
5000	ORC4	OMIM:613800,ORPHA:2554
23594	ORC6	ORPHA:2554,OMIM:613803
9885	OSBPL2	OMIM:616340
55644	OSGEP	OMIM:617729,ORPHA:2065
9180	OSMR	OMIM:105250
28962	OSTM1	ORPHA:85179,OMIM:259720
5009	OTC	ORPHA:664,OMIM:311250
146183	OTOA	OMIM:607039
9381	OTOF	OMIM:601071
340990	OTOG	OMIM:614945
283310	OTOGL	OMIM:614944
51633	OTUD6B	OMIM:617452,ORPHA:505237
90268	OTULIN	OMIM:617099
5015	OTX2	ORPHA:990,ORPHA:3157,OMIM:610125,ORPHA:95494,OMIM:613986
58495	OVOL2	OMIM:122000
5019	OXCT1	OMIM:245050
22953	P2RX2	OMIM:608224
64805	P2RY12	OMIM:609821
64175	P3H1	OMIM:610915
55214	P3H2	OMIM:614292
8974	P4HA2	OMIM:617238
5034	P4HB	OMIM:112240,ORPHA:2050
54681	P4HTM	OMIM:618493
8106	PABPN1	ORPHA:270,OMIM:164300
55690	PACS1	ORPHA:329224,OMIM:615009
23241	PACS2	OMIM:618067
51702	PADI3	ORPHA:1410,OMIM:191480
23569	PADI4	OMIM:180300
353238	PADI6	OMIM:617234
5048	PAFAH1B1	ORPHA:217385,OMIM:607432,ORPHA:531
